10689,0.94676846
10690,0.85154575
10691,0.8373834
10692,0.8240195
10693,0.9950246
10694,0.9950246
10695,0.0012067058
10696,0.0012057441
10697,0.0032378125
10698,0.003078863
10699,0.0041854666
10700,0.0020352257
10701,0.0019315723
10702,0.0037597297
10703,0.0010595103
10704,0.9942251
10705,0.97774386
10706,0.0040145717
10707,0.0009211523
10708,0.0029587355
10709,0.9736621
10710,0.043239158
10711,0.10723033
10712,0.9932922
10713,0.14921112
10714,0.0016944968
10715,0.09716899
10716,0.9889003
10717,0.0139480885
10718,0.9334984
10719,0.9919407
10720,0.002723169
10721,0.0033400736
10722,0.9168998
10723,0.0024902984
10724,0.9728601
10725,0.009361469
10726,0.0035022167
10727,0.0046583833
10728,0.04502234
10729,0.9856852
10730,0.19082662
10731,0.0084789265
10732,0.002121506
10733,0.0014103242
10734,0.0032459868
10735,0.9895364
10736,0.9959971
10737,0.9889137
10738,0.7697789
10739,0.013341269
10740,0.00022255296
10741,0.9711157
10742,0.75547206
10743,0.93728155
10744,0.92482626
10745,0.92482626
10746,0.94140196
10747,0.94140196
10748,0.96795046
10749,0.9911146
10750,0.035221424
10751,0.015009017
10752,0.015009017
10753,0.0013549105
10754,0.86078155
10755,0.9878825
10756,0.9622063
10757,0.02457702
10758,0.014769107
10759,0.023040002
10760,0.0025720347
10761,0.99280953
10762,0.9940078
10763,0.9729188
10764,0.96347106
10765,0.005697765
10766,0.015517796
10767,0.97469056
10768,0.9665645
10769,0.0026427724
10770,0.00079236994
10771,0.0058219493
10772,0.97988486
10773,0.005149786
10774,0.8979766
10775,0.87087524
10776,0.90843415
10777,0.011747157
10778,0.9607664
10779,0.97884506
10780,0.96098685
10781,0.895907
10782,0.0034095303
10783,0.007939128
10784,0.97045904
10785,0.94070184
10786,0.0042946097
10787,0.9915174
10788,0.92842424
10789,0.008181515
10790,0.97636515
10791,0.9721299
10792,0.9794118
10793,0.9927868
10794,0.9927868
10795,0.96347106
10796,0.35688928
10797,0.0008543545
10798,0.000469129
10799,0.74447256
10800,0.0006300113
10801,0.0006513908
10802,0.0002776188
10803,0.0049381233
10804,0.9934831
10805,0.0020084411
10806,0.99335676
10807,0.0060626776
10808,0.8830085
10809,0.92750114
10810,7.1049886e-05
10811,0.007031098
10812,0.93566203
10813,0.009540582
10814,0.007956769
10815,0.9762774
10816,0.002759926
10817,0.6532597
10818,0.93465126
10819,0.008364111
10820,0.8981339
10821,0.011959971
10822,0.0025925422
10823,0.9850697
10824,0.008175335
10825,0.0012031897
10826,0.016194854
10827,0.9962213
10828,0.99039334
10829,0.040132705
10830,0.00026846313
10831,0.90928125
10832,0.87549233
10833,0.0013002991
10834,0.008101815
10835,0.0064740903
10836,0.9878876
10837,0.073954806
10838,0.00076701026
10839,0.00044118415
10840,0.89097255
10841,0.00636579
10842,0.0073722433
10843,0.011087228
10844,0.95454985
10845,0.99814975
10846,0.9808096
10847,0.97058356
10848,0.020579537
10849,0.98379785
10850,0.992546
10851,0.0022526477
10852,0.9744611
10853,0.94553727
10854,0.9182244
10855,0.8886807
10856,0.82663226
10857,0.010209478
10858,0.9097782
10859,0.0014416648
10860,0.0003466103
10861,0.00093198044
10862,0.003380159
10863,0.00016433143
10864,0.9958008
10865,0.99072826
10866,0.0017368424
10867,0.0012790705
10868,0.004624588
10869,0.00029243372
10870,0.0014913135
10871,0.9992725
10872,0.00011591249
10873,0.0046778247
10874,0.98161465
10875,0.9854235
10876,0.05287585
10877,0.9732122
10878,0.9793553
10879,0.0006296593
10880,0.0010402432
10881,0.99277204
10882,0.995561
10883,0.00095425337
10884,0.0032403974
10885,0.9837098
10886,0.9768405
10887,0.0017961236
10888,0.9401906
10889,0.9861455
10890,0.9401906
10891,0.9755486
10892,0.9851392
10893,0.9846064
10894,0.9812579
10895,0.96307844
10896,0.979352
10897,0.9712559
10898,0.0049928757
10899,0.0022998936
10900,0.97996557
10901,0.9898408
10902,0.9377191
10903,0.0014830839
10904,0.98846346
10905,0.9886551
10906,0.99414235
10907,0.010144268
